bugID,sd,cl,pd,co,rp,os,bs,rs,pr,bsr,clean_description,processed_text
555569,[Flexi] PropertyContext should only notify listeners if Property value really changes,Polarsys,Capella,UI,All,All,VERIFIED,INVALID,P3,minor,flexi propertycontext should only notify listeners if property value really changes,flexi propertycontext notify listener property value really change
555570,Transfer view should not auto-expand Progress Status element in destination view,Polarsys,Capella,UI,All,All,CLOSED,MOVED,P3,enhancement,transfer view should not autoexpand progress status element in destination view,transfer view autoexpand progress status element destination view
555571,Some preferences are reset to default at restart,Polarsys,Capella,UI,PC,Windows 10,VERIFIED,FIXED,P4,normal,some preferences are reset to default at restart,preference reset default restart
555572,Add 'Log Information' button to Error Log,Polarsys,Capella,UI,PC,Windows 10,VERIFIED,FIXED,P4,normal,add log information button to error log,add log information button error log
555573,Small performance enhancement on Category retrieval,Polarsys,Capella,UI,PC,Windows 10,VERIFIED,FIXED,P4,normal,small performance enhancement on category retrieval,small performance enhancement category retrieval
555574,"Double-click on Diagram from ""Representations per category"" should not change selection",Polarsys,Capella,UI,PC,Windows 10,CLOSED,MOVED,P3,enhancement,doubleclick on diagram from representations per category should not change selection,doubleclick diagram representation per category change selection
555575,Simplify MetricAction#updateSelection(IStructuredSelection),Polarsys,Capella,UI,All,Windows 10,VERIFIED,FIXED,P3,enhancement,simplify metricactionupdateselectionistructuredselection,simplify metricactionupdateselectionistructuredselection
555576,Refactor new project wizards to use new API,Polarsys,Capella,UI,All,All,CLOSED,MOVED,P3,enhancement,refactor new project wizards to use new api,refactor new project wizard use new api
555577,Issue with workflow UI when text scale is set to more than 100% in windows 10 screen preferences,Polarsys,Capella,UI,PC,Windows 10,CLOSED,MOVED,P3,normal,issue with workflow ui when text scale is set to more than 100 in windows 10 screen preferences,issue workflow ui text scale set window screen preference
555578,Add Capella Example menu import,Polarsys,Capella,UI,PC,Windows 10,VERIFIED,FIXED,P4,normal,add capella example menu import,add capella example menu import
555579,Double click on an element shall not expand and open properties at the same time,Polarsys,Capella,UI,PC,Windows 10,VERIFIED,FIXED,P4,normal,double click on an element shall not expand and open properties at the same time,double click element shall expand open property time
555580,Reduce REC/RPL usage to semantic elements only,Polarsys,Capella,UI,PC,Windows 10,VERIFIED,FIXED,P4,normal,reduce recrpl usage to semantic elements only,reduce recrpl usage semantic element
555581,"With Oxygen, some icons have a bad resolution in both diagrams and menus",Polarsys,Capella,UI,PC,Windows 10,VERIFIED,FIXED,P3,normal,with oxygen some icons have a bad resolution in both diagrams and menus,oxygen icon bad resolution diagram menus
555582,Change Capella Migration due to Sirius uid support,Polarsys,Capella,UI,PC,Windows 10,VERIFIED,FIXED,P4,normal,change capella migration due to sirius uid support,change capella migration due sirius uid support
555583,Drag-n-Drop from DTable to Mass views doesn't use semantic elements,Polarsys,Capella,UI,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,dragndrop from dtable to mass views doesnt use semantic elements,dragndrop dtable mass view do not use semantic element
555584,Enhance Mass actions menu,Polarsys,Capella,UI,PC,All,VERIFIED,FIXED,P3,enhancement,enhance mass actions menu,enhance mass action menu
555585,Provide better feedback in Capella Model Explorer for Invalid representation,Polarsys,Capella,UI,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,provide better feedback in capella model explorer for invalid representation,provide well feedback capella model explorer invalid representation
555586,Add an affected objects listener to the Capella Common Navigator,Polarsys,Capella,UI,PC,All,RESOLVED,FIXED,P3,enhancement,add an affected objects listener to the capella common navigator,add affected object listener capella common navigator
555587,Some exception are raised in case of invalid representation,Polarsys,Capella,UI,PC,Windows 10,RESOLVED,FIXED,P3,normal,some exception are raised in case of invalid representation,exception raise case invalid representation
555588,Provide better feedback in Capella Model Explorer for Invalid representation,Polarsys,Capella,UI,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,provide better feedback in capella model explorer for invalid representation,provide well feedback capella model explorer invalid representation
555589,MassEdition and MassVisualization views show in contextual menu should propose only current session views,Polarsys,Capella,UI,PC,All,VERIFIED,FIXED,P3,enhancement,massedition and massvisualization views show in contextual menu should propose only current session views,massedition massvisualization view show contextual menu propose current session view
555590,"Filter Columns of Mass Visualization view propose two options (Editing & Expert), Editing isn't correct",Polarsys,Capella,UI,PC,All,VERIFIED,FIXED,P3,enhancement,filter columns of mass visualization view propose two options editing expert editing isnt correct,filter column mass visualization view propose two option editing expert editing be not correct
555591,Mass Edition view right click menu does not work sometimes,Polarsys,Capella,UI,PC,All,RESOLVED,FIXED,P3,enhancement,mass edition view right click menu does not work sometimes,mass edition view right click menu work sometimes
555592,NPE in TransferView when execute button is clicked,Polarsys,Capella,UI,All,All,VERIFIED,FIXED,P3,normal,npe in transferview when execute button is clicked,npe transferview execute button click
555593,Add showIn/sendTo separators to Transfer View viewers context menu,Polarsys,Capella,UI,All,All,VERIFIED,FIXED,P3,enhancement,add showinsendto separators to transfer view viewers context menu,add showinsendto separator transfer view viewer context menu
555594,Remove unused NLS constants for transfer view,Polarsys,Capella,UI,All,All,VERIFIED,FIXED,P3,trivial,remove unused nls constants for transfer view,remove unused nls constant transfer view
555595,Performance improvements on used TreeViewer,Polarsys,Capella,UI,PC,Windows 10,VERIFIED,FIXED,P4,normal,performance improvements on used treeviewer,performance improvement use treeviewer
555596,Better support for RepresentationDescriptors in Information View,Polarsys,Capella,UI,PC,Windows 10,CLOSED,MOVED,P3,enhancement,better support for representationdescriptors in information view,well support representationdescriptor information view
555597,Ability to display tree-structured log data in Information View / Log,Polarsys,Capella,UI,All,All,CLOSED,MOVED,P3,enhancement,ability to display treestructured log data in information view log,ability display treestructure log datum information view log
555598,Performance enhancement for Semantic Browser View,Polarsys,Capella,UI,All,All,VERIFIED,FIXED,P3,normal,performance enhancement for semantic browser view,performance enhancement semantic browser view
555599,"MarkerViewTree should be replaced by standard tree, since the original eclipse bug was fixed",Polarsys,Capella,UI,All,All,CLOSED,MOVED,P3,normal,markerviewtree should be replaced by standard tree since the original eclipse bug was fixed,markerviewtree replace standard tree since original eclipse bug fix
555600,Migrate popupMenu extensions to commands/menus/handlers,Polarsys,Capella,UI,All,All,CLOSED,DUPLICATE,P3,normal,migrate popupmenu extensions to commandsmenushandlers,migrate popupmenu extension commandsmenushandler
555601,"Fix ""Workflow"" in Capella Activity Explorer",Polarsys,Capella,UI,PC,Windows 10,VERIFIED,FIXED,P3,trivial,fix workflow in capella activity explorer,fix workflow capella activity explorer
555602,Some big icons are missing,Polarsys,Capella,UI,All,All,VERIFIED,FIXED,P3,minor,some big icons are missing,big icon miss
555603,Refresh action on the Semantic Browser does not work,Polarsys,Capella,UI,All,All,VERIFIED,FIXED,P3,normal,refresh action on the semantic browser does not work,refresh action semantic browser work
555604,"Capella crashes when clicking in ""Documentation link""",Polarsys,Capella,UI,PC,Linux,CLOSED,MOVED,P3,major,capella crashes when clicking in documentation link,capella crash click documentation link
555605,Remove menu contribution for deferred diff/merge from Capella,Polarsys,Capella,UI,All,All,VERIFIED,FIXED,P3,normal,remove menu contribution for deferred diffmerge from capella,remove menu contribution defer diffmerge capella
555606,Missing project name validation,Polarsys,Capella,UI,PC,Linux,CLOSED,MOVED,P3,enhancement,missing project name validation,miss project name validation
555607,Fix Component/Actor Realization labels and icons,Polarsys,Capella,UI,All,All,VERIFIED,FIXED,P3,normal,fix componentactor realization labels and icons,fix componentactor realization label icon
555608,Add possibility to edit isActor and isHuman via properties view,Polarsys,Capella,UI,All,All,VERIFIED,FIXED,P3,normal,add possibility to edit isactor and ishuman via properties view,add possibility edit isactor ishuman via property view
