bugID,sd,cl,pd,co,rp,os,bs,rs,pr,bsr,clean_description
554789,[PERFORMANCE] Diff/Merge performance regression when session is open and Properties view is active,Polarsys,Capella,Diff-Merge,PC,Windows 10,CLOSED,MOVED,P3,enhancement,performance diffmerge performance regression when session is open and properties view is active
554790,CapellaScopeFactory.CapellaScopeDefinition#getDefaultContext() should create a valid domain when session is closed,Polarsys,Capella,Diff-Merge,All,All,VERIFIED,FIXED,P3,blocker,capellascopefactorycapellascopedefinitiongetdefaultcontext should create a valid domain when session is closed
554791,Provide a temporary fix in Capella for EMF DiffMerge bug 548907,Polarsys,Capella,Diff-Merge,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,provide a temporary fix in capella for emf diffmerge bug 548907
554792,Provide a temporary fix in Capella for EMF Diff/Merge bug 549331,Polarsys,Capella,Diff-Merge,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,provide a temporary fix in capella for emf diffmerge bug 549331
554793,Support Capella 1.4 skeleton elements,Polarsys,Capella,Diff-Merge,PC,Windows 10,VERIFIED,FIXED,P3,minor,support capella 14 skeleton elements
554794,Dead links on the welcome page,Polarsys,Capella,Documentation,All,All,RESOLVED,FIXED,P3,minor,dead links on the welcome page
554795,Wrong link to forum and wiki in welcome page,Polarsys,Capella,Documentation,All,All,RESOLVED,DUPLICATE,P3,normal,wrong link to forum and wiki in welcome page
554796,Sample Model IFE reference to delete,Polarsys,Capella,Documentation,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,sample model ife reference to delete
554797,Provide embedded documentation,Polarsys,Capella,Documentation,All,All,RESOLVED,FIXED,P3,enhancement,provide embedded documentation
554798,Update Capella Documentation,Polarsys,Capella,Documentation,All,All,RESOLVED,FIXED,P3,enhancement,update capella documentation
554799,Update doc to remove old tool name,Polarsys,Capella,Documentation,PC,Windows 10,VERIFIED,FIXED,P4,minor,update doc to remove old tool name
554800,Update doc images to remove old proprietary entry,Polarsys,Capella,Documentation,All,All,RESOLVED,FIXED,P4,minor,update doc images to remove old proprietary entry
554801,"Invalid URL for ""Visit the Capella Forum"" in Capella Welcome page",Polarsys,Capella,Documentation,PC,All,VERIFIED,FIXED,P3,trivial,invalid url for visit the capella forum in capella welcome page
554802,Update documentation to new Sirius features,Polarsys,Capella,Documentation,All,All,RESOLVED,FIXED,P4,normal,update documentation to new sirius features
554803,Remove Advanced Automated Layout documentation,Polarsys,Capella,Documentation,PC,Windows 10,VERIFIED,FIXED,P4,normal,remove advanced automated layout documentation
554804,Documentation: icons of diagram tools and validation rules problem,Polarsys,Capella,Documentation,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,documentation icons of diagram tools and validation rules problem
554805,FileNotFoundException when open Help Contents the first time,Polarsys,Capella,Documentation,All,All,VERIFIED,FIXED,P3,normal,filenotfoundexception when open help contents the first time
554806,"In Help Contents, image not found for Capella Guide",Polarsys,Capella,Documentation,All,All,VERIFIED,FIXED,P3,normal,in help contents image not found for capella guide
554807,Update of documentation,Polarsys,Capella,Documentation,All,All,RESOLVED,FIXED,P3,enhancement,update of documentation
554808,Update rename procedure to take into account afm file in Capella doc,Polarsys,Capella,Documentation,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,update rename procedure to take into account afm file in capella doc
554809,Update diff/merge documentation,Polarsys,Capella,Documentation,PC,Windows 10,RESOLVED,FIXED,P3,normal,update diffmerge documentation
554810,Add documentation about viewpoint migration,Polarsys,Capella,Documentation,All,All,RESOLVED,WONTFIX,P3,enhancement,add documentation about viewpoint migration
554811,Description property documentation references non available rich text editing features.,Polarsys,Capella,Documentation,All,All,CLOSED,MOVED,P3,normal,description property documentation references non available rich text editing features
554812,New section Capella Tips and Tricks,Polarsys,Capella,Documentation,All,All,RESOLVED,FIXED,P3,enhancement,new section capella tips and tricks
554813,Project migration shall be more explicit and better documented in Capella,Polarsys,Capella,Documentation,PC,Windows 10,VERIFIED,FIXED,P4,normal,project migration shall be more explicit and better documented in capella
554814,Add Capella Developer Manual,Polarsys,Capella,Documentation,PC,Windows 10,VERIFIED,FIXED,P4,normal,add capella developer manual
554815,Update REC/RPL end user information,Polarsys,Capella,Documentation,All,All,VERIFIED,FIXED,P3,normal,update recrpl end user information
554816,Add a section for root external contributions,Polarsys,Capella,Documentation,PC,Windows 10,VERIFIED,FIXED,P4,normal,add a section for root external contributions
554817,Generate documentation for Model Validation Rules,Polarsys,Capella,Documentation,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,generate documentation for model validation rules
554818,Add AQL documentation and explain Acceleo 2 is deprecated,Polarsys,Capella,Documentation,All,All,VERIFIED,FIXED,P3,enhancement,add aql documentation and explain acceleo 2 is deprecated
554819,[Doc] Deletion of inappropriate words and references,Polarsys,Capella,Documentation,All,All,VERIFIED,FIXED,P3,normal,doc deletion of inappropriate words and references
554820,Increase the maximum number of help topics that can be printed,Polarsys,Capella,Documentation,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,increase the maximum number of help topics that can be printed
554821,[Doc] Add some recommendations about the Properties view,Polarsys,Capella,Documentation,All,All,VERIFIED,FIXED,P3,enhancement,doc add some recommendations about the properties view
554822,Capella doc has a very big image size which causes a bad extraction/print (big size) and Validation Rules are not well formed,Polarsys,Capella,Documentation,All,All,RESOLVED,FIXED,P3,normal,capella doc has a very big image size which causes a bad extractionprint big size and validation rules are not well formed
554823,Dynamic validation rule documentation,Polarsys,Capella,Documentation,All,All,CLOSED,MOVED,P3,enhancement,dynamic validation rule documentation
554824,Keep models used for documentation/screenshots,Polarsys,Capella,Documentation,All,All,CLOSED,MOVED,P3,enhancement,keep models used for documentationscreenshots
554825,Can't generate documentation,Polarsys,Capella,Documentation,PC,Windows 10,VERIFIED,WORKSFORME,P3,normal,cant generate documentation
554826,[Documentation] Add summary,Polarsys,Capella,Documentation,All,All,VERIFIED,FIXED,P3,enhancement,documentation add summary
554827,[Documentation] Remove Model Request Interpreter documentation,Polarsys,Capella,Documentation,PC,Windows 10,VERIFIED,FIXED,P4,normal,documentation remove model request interpreter documentation
554828,[Documentation] Remove legacy documentation,Polarsys,Capella,Documentation,All,All,VERIFIED,FIXED,P4,normal,documentation remove legacy documentation
554829,Refer to Eclipse diff/merge and patterns doc,Polarsys,Capella,Documentation,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,refer to eclipse diffmerge and patterns doc
554830,Add Kitalpha documentation,Polarsys,Capella,Documentation,PC,Windows 10,VERIFIED,FIXED,P4,normal,add kitalpha documentation
554831,[Doc] Add documentation about how to activate a viewpoint,Polarsys,Capella,Documentation,All,All,VERIFIED,FIXED,P3,enhancement,doc add documentation about how to activate a viewpoint
554832,Update the Tips and Tricks documentation,Polarsys,Capella,Documentation,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,update the tips and tricks documentation
554833,Improve documentation add how to install capella and addons section,Polarsys,Capella,Documentation,PC,Windows 10,VERIFIED,FIXED,P3,minor,improve documentation add how to install capella and addons section
554834,"Adding NOTICE, CONTRIBUTING and LICENSE files to git repositories",Polarsys,Capella,Documentation,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,adding notice contributing and license files to git repositories
554835,Update documentation about drop-in installation,Polarsys,Capella,Documentation,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,update documentation about dropin installation
554836,Broken link to Capella User Guide,Polarsys,Capella,Website,PC,Windows 10,RESOLVED,FIXED,P2,enhancement,broken link to capella user guide
554837,Move transfer view documentation to User Interface Section,Polarsys,Capella,Documentation,All,All,VERIFIED,FIXED,P3,enhancement,move transfer view documentation to user interface section
554838,Tips and Tricks for Capella,Polarsys,Capella,Documentation,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,tips and tricks for capella
554839,SVG images in the Help section are sometimes not displayed,Polarsys,Capella,Documentation,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,svg images in the help section are sometimes not displayed
554840,Capella documentation indicate that the Change Recorder View exists,Polarsys,Capella,Documentation,PC,Windows 10,CLOSED,MOVED,P3,minor,capella documentation indicate that the change recorder view exists
554841,[Documentation] Remove the Part Reusage Tool from Interfaces related Diagrams,Polarsys,Capella,Documentation,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,documentation remove the part reusage tool from interfaces related diagrams
554842,[PolarSys.Capella] Bypass moderation step in forum,Polarsys,Capella,Forum,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,polarsyscapella bypass moderation step in forum
554843,[Capella] Private mailing-list,Polarsys,Capella,Forum,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,capella private mailinglist
554844,[Add-on] HTML export,Polarsys,Capella,GenDoc HTML,All,All,RESOLVED,FIXED,P3,enhancement,addon html export
554845,Export DataValue of a DataPkg and ValuePart of a ComplexValue,Polarsys,Capella,GenDoc HTML,PC,Windows 10,VERIFIED,FIXED,P1,enhancement,export datavalue of a datapkg and valuepart of a complexvalue
554846,CollectionValue of Class.Property in not exported,Polarsys,Capella,GenDoc HTML,PC,Windows 10,VERIFIED,FIXED,P1,enhancement,collectionvalue of classproperty in not exported
554847,Export DataValues sub-elementing,Polarsys,Capella,GenDoc HTML,PC,Windows 10,VERIFIED,FIXED,P3,enhancement,export datavalues subelementing
554849,Bad export of Min and Max Cards of ExchangeItemElements,Polarsys,Capella,GenDoc HTML,PC,Windows 10,RESOLVED,FIXED,P3,minor,bad export of min and max cards of exchangeitemelements
554850,[XHTMLDocGen] Update of build model to match 0.8.2,Polarsys,Capella,GenDoc HTML,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,xhtmldocgen update of build model to match 082
554851,Can't generate documentation with command line,Polarsys,Capella,GenDoc HTML,PC,Windows 10,RESOLVED,FIXED,P3,critical,cant generate documentation with command line
554852,Integration of partial Generation,Polarsys,Capella,GenDoc HTML,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,integration of partial generation
554854,"[Docgen] In some cases, links to Diagram Object are not well exported",Polarsys,Capella,GenDoc HTML,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,docgen in some cases links to diagram object are not well exported
554855,Adding export of constraints,Polarsys,Capella,GenDoc HTML,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,adding export of constraints
554856,Update Docgen generation to Capella 1.0.x,Polarsys,Capella,GenDoc HTML,All,All,RESOLVED,FIXED,P3,enhancement,update docgen generation to capella 10x
554857,Update build model,Polarsys,Capella,GenDoc HTML,All,All,RESOLVED,FIXED,P3,enhancement,update build model
554858,Some links to diargams are not well exported,Polarsys,Capella,GenDoc HTML,PC,Windows 10,RESOLVED,FIXED,P3,minor,some links to diargams are not well exported
554859,XHtml documentation generation fails with Capella 1.0.0,Polarsys,Capella,GenDoc HTML,PC,Windows 10,RESOLVED,FIXED,P3,enhancement,xhtml documentation generation fails with capella 100
554860,EGF Merge Taks raise NPE,Polarsys,Capella,GenDoc HTML,All,All,RESOLVED,FIXED,P3,minor,egf merge taks raise npe
554861,Adding new entries in the side bar are not well handled,Polarsys,Capella,GenDoc HTML,All,All,RESOLVED,FIXED,P3,minor,adding new entries in the side bar are not well handled
554862,Using branding data provided in the generation wizard,Polarsys,Capella,GenDoc HTML,All,All,RESOLVED,FIXED,P3,enhancement,using branding data provided in the generation wizard
554863,[Gendoc] Job should use Kitalpha_SDK,Polarsys,Capella,GenDoc HTML,All,All,RESOLVED,INVALID,P3,normal,gendoc job should use kitalphasdk
554864,Need generation of EIE's Referenced Properties,Polarsys,Capella,GenDoc HTML,All,All,RESOLVED,FIXED,P3,enhancement,need generation of eies referenced properties
554865,[Gendoc] Pictures contained in description are not exported,Polarsys,Capella,GenDoc HTML,All,All,RESOLVED,FIXED,P3,minor,gendoc pictures contained in description are not exported
